,index,text,language,created_at,location,fav_count,followers_count
160,179,RT @lena_lenaki_len: Good night !!!!! 💜🖤💜🖤 https://t.co/AEh2oWlsbj,el,Wed Oct 24 17:07:22 +0000 2018,Europa,18221,1975
161,180,RT @LORAFRIMANEE: he looks more like uzi than uzi https://t.co/7JzB43wSMJ,und,Wed Oct 24 17:07:22 +0000 2018,,1916,934
162,181,RT @superhearts4art: .@bibitytyjoseph on #Periscope: working on art https://t.co/LkDrHkjsgW #superhearts4art #art #talent,en,Wed Oct 24 17:07:22 +0000 2018,#superhearts4art,7974,403
163,182,RT @AndrewGillum: You can't be a governor of the state of Florida unless you are willing to represent all of the state of florida. That’s w…,en,Wed Oct 24 17:07:22 +0000 2018,"Long Island, NY",10369,361
164,183,https://t.co/f700AZmm6X,und,Wed Oct 24 17:07:22 +0000 2018,purwodadi-yogja,182,160
165,184,@ 1054821575797682176 afyon_msj11: There are so many mistakes in life that there is no point in insisting on making the same mistake. Jean Paul Sartre,tr,Wed Oct 24 17:07:22 +0000 2018,"Hatay, Türkiye",0,1
166,186,On our way to the Odeon to watch Small foot 😊 girly night with my girl 👧 https://t.co/2NQWpjr4rV,en,Wed Oct 24 17:07:22 +0000 2018,"North West, England",108,59
167,188,"RT @HCA_News: ""The point is that it’s actually gone from something embarrassing to something that almost every company coming in here wants…",en,Wed Oct 24 17:07:23 +0000 2018,utah,50692,10615
168,189,unrest....,ko,Wed Oct 24 17:07:23 +0000 2018,saepiiii_ple,156,754
169,190,@ grape_ 90 卍 (゚ ∀ ゚ 卍),ja,Wed Oct 24 17:07:23 +0000 2018,企画のCSや創作世界観等はモーメントに,21139,713
170,191,"RT @ juntaba 1: My daughter &quot;Dad, there is a nice book on the bookshelf! What&#39;s wrong with this book?&quot; Father &quot;Long ago, there were monsters in this house and they could destroy everything in the house. I sealed this book at a high place so that the hands of monsters did not reach you.You grew up and noticed the sealed book today ... Congratulations, my daughter ...",ja,Wed Oct 24 17:07:23 +0000 2018,ラウンドワン,1850,619
171,192,RT @Stephen_Amazing: I do not know what to do.,th,Wed Oct 24 17:07:23 +0000 2018,"อ.พระนครศรีอยุธยา, จ.พระนครศรีอยุธยา",3763,12
172,193,# Insolder girls,und,Wed Oct 24 17:07:23 +0000 2018,卍大帝国,4919,120
173,194,It&#39;s a song that ends in death. https://t.co/fJ8pIZfJIZ,th,Wed Oct 24 17:07:23 +0000 2018,,16292,172
174,195,RT @ yuuuri 78: Onna moving pictures taken a while ago 🙊 ❤ ️ 4 minutes of masturbation video present for followers and RT 😍 course unmodified without mosaic 😜 RT I will give it to everyone because I think that it will not come too much # Invisible girls # Erotic # Inner videos #RT follow everyone https ...,ja,Wed Oct 24 17:07:23 +0000 2018,,3,0
175,196,@ Carlos_Rmz5 Why did not you take me ???,es,Wed Oct 24 17:07:23 +0000 2018,Monterrey,19186,609
176,198,RT @CB97Stay: 👍🏼CB97- Matryoshka #StrayKids https://t.co/5QTZdWQlDz,en,Wed Oct 24 17:07:23 +0000 2018,"สมุทรสาคร, ประเทศไทย",1196,10
177,199,I&#39;m hungry.,ko,Wed Oct 24 17:07:23 +0000 2018,폐가,450,90
178,200,RT @KaylarWill: I’ve mastered being able to laugh at myself so I’m really undefeatable,en,Wed Oct 24 17:07:23 +0000 2018,,4172,189
179,201,RT @B_atherton07: Fancy fucking off for a few month me. Thailand sounds good,en,Wed Oct 24 17:07:23 +0000 2018,,7482,142
180,202,Inside Matchday: Rochdale (H) 23/10/18 https://t.co/FHiGO5PRVv,en,Wed Oct 24 17:07:23 +0000 2018,Around the world,0,496
181,203,"RT @SmShawnMendesSm: HE WAS ONLY 18 WHEN HIS DREAM CAME TRUE AND SOLD OUT MSG!!!
I'LL NEVER NOT BE SOFT!! I'M SO PROUD!!
️https://t.co/SMg3…",en,Wed Oct 24 17:07:23 +0000 2018,shawn ari wdw troye camila ,22824,530
182,204,RT @JohnMcDonalds: RT @John_Johnny: I do not know what you&#39;re talking about.,th,Wed Oct 24 17:07:23 +0000 2018,ประเทศไทย,440,4
183,205,"RT @ismail_yasa: We do not want the courtesy .. We want to know the truth .. Tell us, &quot;Where is Khashoggi&#39;s body?&quot;",ar,Wed Oct 24 17:07:23 +0000 2018,مصر التي في خاطري وفي دمي  ...,269,47
184,206,"Shonie house cold as shit, make you not wanna move",en,Wed Oct 24 17:07:23 +0000 2018,"Brooklyn Park, MD",6187,701
185,207,"RT @ ahuelanaz42: #List of the nightBirst time Gece Time, I say a little more time. The words at the end of the slice in this winter is not a Uc",tr,Wed Oct 24 17:07:23 +0000 2018,,12534,2421
186,208,"When I’m scheduled at 8
There’s nothing more I hate
Than being told I’m late
When I show up at 8",en,Wed Oct 24 17:07:23 +0000 2018,,3416,199
187,209,"(He said, &quot;My staff is leaning on them and I will strike them on my sheep, and I will have other purposes for them&quot;) [Taha: 18] https://t.co/ihufdW2oEf",ar,Wed Oct 24 17:07:23 +0000 2018,عبدالمجيد عبداللّه.,1233,572
188,210,@ shadenal3tibi 😂😂😂😂 ي ييد ييد ييد ييد ييد ييد 😂😂😂😂 😂😂😂😂 😂😂😂😂 😂😂😂😂 😂😂😂😂 😂😂😂😂 😂😂😂😂 😂😂😂😂 😂😂😂😂,ar,Wed Oct 24 17:07:23 +0000 2018,Saudi Arabia,120,241
189,211,RT @joelockhart: The best way to show you’re not intimidated by this is to vote!,en,Wed Oct 24 17:07:23 +0000 2018,,3598,323
190,212,I believe the gig is up for the democrats.,en,Wed Oct 24 17:07:23 +0000 2018,,5695,959
191,213,"RT @GREEKTRGEDY: i really be out here like                         
                         
                        ugly…",en,Wed Oct 24 17:07:23 +0000 2018, juls ♥,592,210
192,214,Congratulations 😂😂🙏🏼 I know how much it means to you!,en,Wed Oct 24 17:07:23 +0000 2018,Pretoria,8910,1723
193,215,"We are ready for service tonight! Pastor will be teaching on the baptism in the Holy Spirit. Service starts at 7, w… https://t.co/gokhpGsVlJ",en,Wed Oct 24 17:07:23 +0000 2018,"Saraland, Alabama",46,341
194,216,@sonicjodie Fair play 😁,en,Wed Oct 24 17:07:23 +0000 2018,Novigrad ,22863,1883
195,217,https://t.co/HruheP2lIL,und,Wed Oct 24 17:07:23 +0000 2018,"Washington, D.C.",1401,565348
196,218,RT @Vengas_33: If I could control the time I would do everything different Would it change our end I would not have let you go If I could control ...,pt,Wed Oct 24 17:07:23 +0000 2018,🌏,2641,834
197,219,We all break our rules for someone,ar,Wed Oct 24 17:07:23 +0000 2018,,4656,916
198,220,@ Melia9039 We can say thank you @BTS_twt and @steveaoki 😂,fr,Wed Oct 24 17:07:23 +0000 2018,,29232,323
199,221,RT @ MAlbadri1990: &quot;Progress is when you have a lot to say but you choose to remain silent to the fools!&quot;,ar,Wed Oct 24 17:07:23 +0000 2018,,481,22
200,222,@muhriyahhh All the time ?,en,Wed Oct 24 17:07:23 +0000 2018, Atlanta Somewhere ,898,1295
201,223,RT @richard_broek: @Arenddddd Yes! Wednesday morning 7:00 am flying from Brussels. You? 😎,nl,Wed Oct 24 17:07:23 +0000 2018,,11,2
202,224,"RT @baekhyun_vines: baekhyun upgrade 😂😂😂
🚲                                   🏍 https://t.co/v5g8bi518M",in,Wed Oct 24 17:07:23 +0000 2018,Dom babci Baekhyuna,1550,198
203,225,@wiktorkoss Clearance clearance uneven.,pl,Wed Oct 24 17:07:23 +0000 2018,Poland,33945,1403
204,226,Wonnonck wins Kuster for Korea and Sakura for Japan because each unit has mastered its own style of song,ar,Wed Oct 24 17:07:23 +0000 2018,,471,23
205,227,RT @ aza_88888: Disappointed ... https://t.co/lVcPQP4Z8U,fr,Wed Oct 24 17:07:23 +0000 2018,France,1122,220
206,228,RT @LujainDagh: # gard_can__ in the nineties if you come back from school and sit with your brothers and sisters on TV and watching 💚 https://t.co/YljoJpkq5l,ar,Wed Oct 24 17:07:23 +0000 2018,,1174,134
207,229,@ _K198 in from after the date of 29 years old https://t.co/657sYceTnu,ar,Wed Oct 24 17:07:23 +0000 2018,"Al Wakra, Qatar",1974,2966
208,231,RT @poppystore_1992: hyeonhyeah ah ah ㅜ ㅜ ㅜ ㅜ ㅜ ㅜ https://t.co/XKKqShaofp,ko,Wed Oct 24 17:07:24 +0000 2018,,41724,253
209,232,# I agree with the specific secret homonymy bill,und,Wed Oct 24 17:07:24 +0000 2018,,0,100
210,233,RT @peachcrush_jk: 181024 I am watching the whole moment (10 minutes 30 seconds) of the receptionist of the popular culture and arts awarded by the Coronation Cultural Medal. FULL &gt;&gt; https://t.co/3K7SgHY53l # JungKook # JUNGKOOK # Bangladeshi # BTS https: //t....,ko,Wed Oct 24 17:07:24 +0000 2018,,1083,10
211,234,Kannumi Mano&#39;s fan meeting! Delivery in progress !! https://t.co/mZUzxeq134,ja,Wed Oct 24 17:07:24 +0000 2018,,1361,29
212,235,"Ron, 6700!",ja,Wed Oct 24 17:07:24 +0000 2018,岩手,0,3454
213,236,"There is no god but Allah alone, there is no partner for Him, the King and His Praises, and He is over all things. &quot;Https://t.co/Utxa3d1Xes",ar,Wed Oct 24 17:07:24 +0000 2018,,0,1
214,237,RT @PicturesFoIder: https://t.co/BnSFXXw8En,und,Wed Oct 24 17:07:24 +0000 2018,,34115,609
215,238,Ellen makes me confused,ca,Wed Oct 24 17:07:24 +0000 2018,Ricardo de Albuquerque,16628,929
216,239,RT @John_John: I&#39;m not sure what to say.,th,Wed Oct 24 17:07:24 +0000 2018,,3904,63
217,240,Noooo ga sedep,in,Wed Oct 24 17:07:24 +0000 2018,Indonesia,180,570
218,241,RT @parkjiminpics: cr.myloverjimin  https://t.co/BqYHeoh1nL,en,Wed Oct 24 17:07:24 +0000 2018,Sverige,423,0
219,242,Praise be to God and praise the number of creation and satisfaction himself and the weight of his throne and supply his words https://t.co/eF4Vzc8okH,ar,Wed Oct 24 17:07:24 +0000 2018,,22023,798
220,243,"Oh Allah, make me a humble heart, and I will tell you the truth of my parents. Https://t.co/4vy88ii5dZ",ar,Wed Oct 24 17:07:24 +0000 2018,"جدة, المملكة العربية السعودية",2984,217
221,244,RT @zeinaelmwafi: You mean friends? https://t.co/MDAYxUPuJX,en,Wed Oct 24 17:07:24 +0000 2018,,635,403
222,245,@CNN Hollow words. @POTUS and @VP foment this activity with their mob rallies.,en,Wed Oct 24 17:07:24 +0000 2018,,1059,20
223,246,"I deleted everything from my cell that had it, and I blocked it from wpp. It&#39;s better this way.",pt,Wed Oct 24 17:07:24 +0000 2018,,578,290
224,247,RT @mel_thegreat: Studies show women don't care what men think about makeup. https://t.co/RBBD5gW9G0,en,Wed Oct 24 17:07:24 +0000 2018,"Denver, CO",1345,26
225,248,RT @Kinglrg_: When you text someone all excited and they don't match your energy https://t.co/UfI7aNb5fN,en,Wed Oct 24 17:07:24 +0000 2018,"North Carolina, USA",17533,595
226,249,"RT @ObongRoviel: Type of People you meet inside a bus when traveling on a long distance journey 

Especially Lagos to the East 

Thread !!!!",en,Wed Oct 24 17:07:24 +0000 2018,N  I Գ Ǝ  Ʀ  I ∆  🇳🇬,4471,926
227,250,Dems lost 9 (-3114 D:14280/+46 R:17394/+55 N:6813/+33),en,Wed Oct 24 17:07:24 +0000 2018,"Lakeland, FL",0,13
228,251,RT @MikeSceezie: This is exactly the kind of lie that ima tell the woman I end up with. https://t.co/ZSRyXJADwB,en,Wed Oct 24 17:07:24 +0000 2018,Turks and Caicos Islands,31871,2510
229,252,RT @ NEMO_0210: Sunny https://t.co/rRuYmTpRRF,ko,Wed Oct 24 17:07:24 +0000 2018,In the world of ゆきりん。,8016,1350
230,253,"RT @Jesk_Rey: The scandalous thing is not that the National Court has filed the case for tax fraud and money laundering against Mario Conde, he sees ...",es,Wed Oct 24 17:07:24 +0000 2018,"Córdoba, Andalucía",55119,1539
231,254,"RT @Juve_France: &quot;When the opponent puts on technique, Juve wins with the physical. When the opponent puts on the physical, Ju ...",fr,Wed Oct 24 17:07:24 +0000 2018,Clermont-Fd,4650,147
232,255,RT @ RE_MD2: - Your Mek! - My heart is hurting me ! - Why ! - disappointment and other opinions .. and death on the cheek! :( https://t.co/PzY0g3gJiw,ar,Wed Oct 24 17:07:24 +0000 2018,أحلى عمر ونت معي❤,5481,155199
233,256,RT @ 1976Devrim: They&#39;re kidding. O # RetirementYasaThanks to people who refuse to do what is necessary,tr,Wed Oct 24 17:07:24 +0000 2018,,2758,470
234,257,I think I want to tattoo today.,pt,Wed Oct 24 17:07:24 +0000 2018,CiTy Of SiN,8084,1456
235,258,RT @aprilfiet: Can the walls that have been built up between us and others ever come tumbling down?,en,Wed Oct 24 17:07:24 +0000 2018,,5754,87
236,259,@PaulGranda For that were the authorities ... inept!,es,Wed Oct 24 17:07:24 +0000 2018,"Quito, Ecuador",5605,591
237,260,Should I buy a Netflix stock? Or an Apple stock?,en,Wed Oct 24 17:07:24 +0000 2018,,20442,259
238,261,"RT @hammadalhrbi: Based on our media role in trying to educate the society about the secrets of the anti-homeland media wars, I am pleased to present this initiative ...",ar,Wed Oct 24 17:07:24 +0000 2018,"حفر الباطن, السعودية ",896,1025
239,262,I&#39;m selling PSV x Tottenham 🙆🔥,nl,Wed Oct 24 17:07:24 +0000 2018,quem procura acha ,11724,482
240,263,RT @lilsoftkisses: when i go to target instead of walmart https://t.co/xh610gQqol,en,Wed Oct 24 17:07:24 +0000 2018,,115,369
241,264,I still have stuff to do,en,Wed Oct 24 17:07:24 +0000 2018,"HG, 401 || pjy 0709 ",7,52
242,265,"@Danil_Oborkin I wanted to say a little more, without any subtext, but you can also use this about Renault",ru,Wed Oct 24 17:07:24 +0000 2018,,138,13
243,266,RT @ dotfr94: it is normal that the price of gasoline increases if you eat it too https://t.co/grlsyEHsPV,fr,Wed Oct 24 17:07:24 +0000 2018,"Pékin, République populaire de Chine",11085,76
244,267,"RT @RadioCooperator: Mauricio Pinilla and possible arrival to UC: &quot;For me it would be very important to get to the cross table&quot;, because that&#39;s how I would have ...",es,Wed Oct 24 17:07:24 +0000 2018,scl,185,308
245,268,"@ Yoana2503 I just followed one with a single follower but X, I do not follow and already.",es,Wed Oct 24 17:07:24 +0000 2018,venezuela,6342,1785
246,269,I want to brag about Happy Halloween (Sukkesu) https://t.co/k2XrW5egiL,ja,Wed Oct 24 17:07:24 +0000 2018,,27,179
247,270,RT @basedlightbeams: Does anyone else remember 1000 ways to die? Do you remember how sexual that show was for no reason?????,en,Wed Oct 24 17:07:24 +0000 2018,Picking Peaches ,50147,1408
248,271,RT @ ECRC14: #PresupuestoForElPueblo https://t.co/48yRM8KeQj,und,Wed Oct 24 17:07:24 +0000 2018,"San Fernando Apure, Venezuela",22,386
249,272,RT @Halshatbe: Al-Shatby Complex oversees the visit of the Director of the Al-Tabayan Complex: Saud Mansour Al-Shamrani and Assistant Manager: Mohammad Saeed Al-Ayyaf and ...,ar,Wed Oct 24 17:07:24 +0000 2018,"بيشة, المملكة العربية السعودية",109,2879
250,273,@mellowari @aardiitz https://t.co/lSnhNJQSid,und,Wed Oct 24 17:07:24 +0000 2018,♉️☀️ ♈️🌙♋️,3070,401
251,274,Now you can see how the rest of the world viewed the USA under #ObamaCrimes What a joke he is trying to take credit… https://t.co/86g2vQy7w8,en,Wed Oct 24 17:07:24 +0000 2018,Where the skies are so blue!,9440,2912
252,277,RT @bluelowland_: 181023 # TaeYong # TAEYONG https://t.co/mReW8qDAHf,und,Wed Oct 24 17:07:25 +0000 2018,,89763,1828
253,278,RT @I_am_Anil_Tyagi: So let&#39;s see the current CBI lift in the form of the # Rafael&#39;s Genie # Attempting to get out of the CBI bottle ...,RT @I_am_Anil_Tyagi: So let&#39;s see the current CBI lift in the form of the # Rafael&#39;s Genie # Attempting to get out of the CBI bottle ...,Wed Oct 24 17:07:25 +0000 2018,लखनऊ,12035,1800
254,279,What did you have for breakfast?,ja,Wed Oct 24 17:07:25 +0000 2018,,0,87
255,280,RT @TheFigen: Whoa! Wow! 😵😵😬 https://t.co/Ix2MVukG7z,en,Wed Oct 24 17:07:25 +0000 2018,World Wide,98,19909
256,281,i_i_u_i_o_u_u_aC3,und,Wed Oct 24 17:07:25 +0000 2018,,0,9
257,283,RT @Lady_Facts https://t.co/c2AwBQn3gR,th,Wed Oct 24 17:07:25 +0000 2018,#DELAYALLTIME,1640,48
258,284,RT @ mapd3692: ???? .... do well ??? https://t.co/0e4rSE10J6,ko,Wed Oct 24 17:07:25 +0000 2018,ㅇ,4653,3
259,285,"RT @mattramos77: *Need to focus on my acads*

My last brain cell: STORY OF MY LAYF SEARCHING FOR DA RITE BUT IT KIPSKI POR DA MI",en,Wed Oct 24 17:07:25 +0000 2018,,6701,379
260,286,"RT @ThisIsPrestige: Compton
Long Beach
South Central
Inglewood
Midtown/West LA
Watts
Carson
East LA
Pasadena/Altadena

If you ain't been to…",en,Wed Oct 24 17:07:25 +0000 2018,South Central,4710,169
261,287,@LilUziVertcoin Have you checked out $nio? I like this project and i believe the chart looks tasty (i am a novice).… https://t.co/U9SzzS1LJZ,en,Wed Oct 24 17:07:25 +0000 2018,,969,92
262,288,(But promise reality) [transmitters: 7] https://t.co/SPujA7kyDO,ar,Wed Oct 24 17:07:25 +0000 2018,,941,90
263,289,"RT @zeeresir: Boarding school:

Breakfast 
Brunch
Lunch
Tea
Dinner
Supper

University:

Heavy Brunch
2 AM Supper",en,Wed Oct 24 17:07:25 +0000 2018,,1300,668
264,290,"The @AmitPrakashRep logo is said to be called a Furts to stop, only then there are accidents.","The @AmitPrakashRep logo is said to be called a Furts to stop, only then there are accidents.",Wed Oct 24 17:07:25 +0000 2018,"Hisar, India",946,15
265,291,RT @WDabuet: @iam_ginghs @Mye_Pixie @ofctrendsetter @ALDUBNation @ALDubNationNCR @AlDubBigBoyz @SenyoraTidora_ @OFCALDubKoTo @TropALDUB @AI…,en,Wed Oct 24 17:07:25 +0000 2018,,10668,4988
266,292,@TamiSpagnolo It rt alone jajajajajq,es,Wed Oct 24 17:07:25 +0000 2018,,204,378
267,293,last meme here fast,es,Wed Oct 24 17:07:25 +0000 2018,˹ptg ˖ skz ˖ tbz˼,5886,969
268,294,RT @ShopeeTH: * Star + Fate + Starbucks Starbucks (5 awards) Do not forget to shop with a Shop 11.11 Big Sale discount all bangs starting at 11.-date ...,th,Wed Oct 24 17:07:25 +0000 2018,"กรุงเทพมหานคร, ประเทศไทย",12384,61
269,295,"The drawback is ... It&#39;s perfect. · ·; Love · · · love&#39;s magic · · · https://t.co/vJoFdPsqMy Completed body ... Never, I do not think so · Because he is perfect · · · Not listening I from",ja,Wed Oct 24 17:07:25 +0000 2018,,0,2
270,296,"RT @versoycitas: How Google maps will not be the most used app, if we are all lost, some in alcohol, others in drugs, and I in ...",es,Wed Oct 24 17:07:25 +0000 2018,"Táchira, Venezuela",4191,197445
271,297,"RT @ArmysDeUruguay: (×) We want to reach No. 1 on the Billboard Hot 100 as well. Yes, all of that is a challenge, but adapt my everything to the name of ...",es,Wed Oct 24 17:07:25 +0000 2018,CH🇨🇱 UY🇺🇾 BR🇧🇷,6067,45
272,298,@sol_israel @jamiesashaw yeah be careful or you might have to go to the ER for a legalization OD,en,Wed Oct 24 17:07:25 +0000 2018,,137773,2748
273,300,"RT @silvernarita: #LWA_jp 

• the Princess {01}

This place is the ConsCons kingdom.
Supreme leader is princess Constanze.
Princess is also…",en,Wed Oct 24 17:07:25 +0000 2018,"Mexico, Monterrey ",20646,148
274,301,RT @iJKSingh: @RahulGandhi ji you get out of drunken now @INCIndia&#39;s government @narendramodi government is not here to leave any corrupt ...,RT @iJKSingh: @RahulGandhi ji you get out of drunken now @INCIndia&#39;s government @narendramodi government is not here to leave any corrupt ...,Wed Oct 24 17:07:25 +0000 2018,,149606,7471
